species	clade	NCBI.txid	clade_group	expression_data	dnds_data	lht_data	assembly_accession	nb_rnaseq
Neopelma_chrysocephalum	Aves	114329	Aves	FALSE	FALSE	TRUE	GCF_003984885.1	0
Corapipo_altera	Aves	415028	Aves	FALSE	FALSE	TRUE	GCF_003945725.1	0
Dinothrombium_tinctorium	Arachnida	1965070	Other Invertebrates	FALSE	FALSE	FALSE	GCA_003675995.1	0
Athene_cunicularia	Aves	194338	Aves	FALSE	FALSE	TRUE	GCF_003259725.1	0
Empidonax_traillii	Aves	164674	Aves	FALSE	FALSE	TRUE	GCF_003031625.1	0
Ameiurus_melas	Teleostei	219545	Teleostei	FALSE	FALSE	TRUE	GCA_012411365.1	0
Coryphaenoides_rupestris	Teleostei	163118	Teleostei	FALSE	FALSE	TRUE	GCA_002895965.2	0
Eupeodes_corollae	Diptera	290404	Lepido Diptera	FALSE	FALSE	FALSE	GCF_945859685.1	0
Spheniscus_magellanicus	Aves	37081	Aves	FALSE	FALSE	TRUE	GCA_010076225.1	0
Prunella_fulvescens	Aves	670355	Aves	FALSE	FALSE	TRUE	GCA_013400715.1	0
Acanthoscelides_obtectus	Coleoptera	200917	Other Insecta	FALSE	FALSE	FALSE	GCA_933228535.1	0
Dryococelus_australis	Invertebrates	614101	Other Insecta	FALSE	FALSE	FALSE	GCA_029891345.1	0
Psammomys_obesus	Mammalia	48139	Mammalia	FALSE	FALSE	TRUE	GCF_907164565.1	0
Macrosteles_quadrilineatus	Hemiptera	74068	Other Insecta	FALSE	FALSE	FALSE	GCF_028750875.1	0
Euroglyphus_maynei	Arachnida	6958	Other Invertebrates	FALSE	FALSE	FALSE	GCA_002135145.1	0
Emberiza_fucata	Aves	337179	Aves	FALSE	FALSE	FALSE	GCA_013398835.1	0
Eublepharis_macularius	Lepidosauria	481883	Other Vertebrates	FALSE	FALSE	TRUE	GCF_028583425.1	0
Caloenas_nicobarica	Aves	187106	Aves	FALSE	FALSE	TRUE	GCA_013398195.1	0
Rhagoletis_zephyria	Diptera	28612	Lepido Diptera	FALSE	FALSE	FALSE	GCF_001687245.2	0
Falco_naumanni	Aves	148594	Aves	FALSE	FALSE	TRUE	GCF_017639655.2	0
Pomatorhinus_ruficollis	Aves	932028	Aves	FALSE	FALSE	TRUE	GCA_013401195.1	0
Callipepla_squamata	Aves	9009	Aves	FALSE	FALSE	FALSE	GCA_002218305.1	0
Notiomystis_cincta	Aves	366454	Aves	FALSE	FALSE	FALSE	GCA_013398075.1	0
Enteromyxum_leei	Cnidaria	188704	Other Invertebrates	FALSE	FALSE	FALSE	GCA_001455295.2	0
Puma_yagouaroundi	Mammalia	1608482	Mammalia	FALSE	FALSE	TRUE	GCF_014898765.1	0
Cyprinodon_tularosa	Teleostei	77115	Teleostei	FALSE	FALSE	TRUE	GCF_016077235.1	0
Plodia_interpunctella	Lepidoptera	58824	Lepido Diptera	FALSE	FALSE	FALSE	GCF_027563975.1	0
Clarias_gariepinus	Teleostei	13013	Teleostei	FALSE	FALSE	TRUE	GCF_024256425.1	0
Oreotrochilus_melanogaster	Aves	689266	Aves	FALSE	FALSE	TRUE	GCA_013400995.1	0
Oopsacas_minuta	Invertebrates	111878	Other Invertebrates	FALSE	FALSE	FALSE	GCA_024704765.1	0
Asbolus_verrucosus	Coleoptera	1661398	Other Insecta	FALSE	FALSE	FALSE	GCA_004193795.1	0
Cygnus_olor	Aves	8869	Aves	FALSE	FALSE	TRUE	GCF_009769625.2	0
Corvus_hawaiiensis	Aves	134902	Aves	FALSE	FALSE	TRUE	GCF_020740725.1	0
Mandrillus_leucophaeus	Mammalia	9568	Mammalia	FALSE	FALSE	TRUE	GCF_000951045.1	0
Schistosoma_mattheei	Platyhelminthes	31246	Other Invertebrates	FALSE	FALSE	FALSE	GCA_944470405.2	0
Schistosoma_curassoni	Platyhelminthes	6186	Other Invertebrates	FALSE	FALSE	FALSE	GCA_944474815.3	0
Soboliphyme_baturini	Nematoda	241478	Nematoda	FALSE	FALSE	TRUE	GCA_900618415.1	0
Haemonchus_placei	Nematoda	6290	Nematoda	FALSE	FALSE	FALSE	GCA_900617895.1	0
Rodentolepis_nana	Platyhelminthes	102285	Other Invertebrates	FALSE	FALSE	FALSE	GCA_900617975.1	0
Gongylonema_pulchrum	Nematoda	637853	Nematoda	FALSE	FALSE	TRUE	GCA_900617915.1	0
Brugia_timori	Nematoda	42155	Nematoda	FALSE	FALSE	FALSE	GCA_900618025.1	0
Echinostoma_caproni	Platyhelminthes	27848	Other Invertebrates	FALSE	FALSE	FALSE	GCA_900618425.1	0
Protopolystoma_xenopodis	Platyhelminthes	117903	Other Invertebrates	FALSE	FALSE	FALSE	GCA_900617795.1	0
Nanorana_parkeri	Amphibia	125878	Other Vertebrates	FALSE	FALSE	FALSE	GCF_000935625.1	0
Phrynocephalus_forsythii	Lepidosauria	171643	Other Vertebrates	FALSE	FALSE	TRUE	GCA_029282475.1	0
Mustela_erminea	Mammalia	36723	Mammalia	FALSE	FALSE	TRUE	GCF_009829155.1	0
Chlamydotis_macqueenii	Aves	187382	Aves	FALSE	FALSE	FALSE	GCF_000695195.1	0
Dicrocoelium_dendriticum	Platyhelminthes	57078	Other Invertebrates	FALSE	FALSE	TRUE	GCA_944474145.2	0
Parnassius_apollo	Lepidoptera	110799	Lepido Diptera	FALSE	FALSE	FALSE	GCA_907164705.1	0
Danaus_chrysippus	Lepidoptera	151541	Lepido Diptera	FALSE	FALSE	FALSE	GCA_916720795.1	0
Argiope_bruennichi	Arachnida	94029	Other Invertebrates	FALSE	FALSE	FALSE	GCF_947563725.1	0
Synchiropus_splendidus	Teleostei	270530	Teleostei	FALSE	FALSE	TRUE	GCF_027744825.2	0
Chaetura_pelagica	Aves	8897	Aves	FALSE	FALSE	TRUE	GCF_000747805.2	0
Nestor_notabilis	Aves	176057	Aves	FALSE	FALSE	TRUE	GCF_000696875.1	0
Haliaeetus_leucocephalus	Aves	52644	Aves	FALSE	FALSE	TRUE	GCF_000737465.1	0
Tinamus_guttatus	Aves	94827	Aves	FALSE	FALSE	TRUE	GCF_000705375.1	0
Tauraco_erythrolophus	Aves	121530	Aves	FALSE	FALSE	TRUE	GCF_000709365.1	0
Apaloderma_vittatum	Aves	57397	Aves	FALSE	FALSE	TRUE	GCF_000703405.1	0
Charadrius_vociferus	Aves	50402	Aves	FALSE	FALSE	TRUE	GCF_000708025.1	0
Antrostomus_carolinensis	Aves	279965	Aves	FALSE	FALSE	FALSE	GCF_000700745.2	0
Pterocles_gutturalis	Aves	240206	Aves	FALSE	FALSE	TRUE	GCF_000699245.1	0
Corvus_brachyrhynchos	Aves	85066	Aves	FALSE	FALSE	TRUE	GCF_000691975.1	0
Mesitornis_unicolor	Aves	54374	Aves	FALSE	FALSE	TRUE	GCF_000695765.1	0
Acanthisitta_chloris	Aves	57068	Aves	FALSE	FALSE	FALSE	GCF_000695815.1	0
Merops_nubicus	Aves	57421	Aves	FALSE	FALSE	TRUE	GCF_000691845.1	0
Haliaeetus_albicilla	Aves	8969	Aves	FALSE	FALSE	TRUE	GCF_000691405.1	0
Fulmarus_glacialis	Aves	30455	Aves	FALSE	FALSE	TRUE	GCF_000690835.1	0
Colius_striatus	Aves	57412	Aves	FALSE	FALSE	TRUE	GCF_000690715.1	0
Pelecanus_crispus	Aves	36300	Aves	FALSE	FALSE	TRUE	GCF_000687375.1	0
Jacana_jacana	Aves	54508	Aves	FALSE	FALSE	TRUE	GCA_013400555.1	0
Equus_przewalskii	Mammalia	9798	Mammalia	FALSE	FALSE	FALSE	GCF_000696695.1	0
Pontoporia_blainvillei	Mammalia	48723	Mammalia	FALSE	FALSE	TRUE	GCA_011754075.1	0
Mythimna_separata	Lepidoptera	271217	Lepido Diptera	FALSE	FALSE	FALSE	GCA_029852925.1	0
Spheniscus_demersus	Aves	92683	Aves	FALSE	FALSE	TRUE	GCA_010077935.1	0
Sitodiplosis_mosellana	Diptera	263140	Lepido Diptera	FALSE	FALSE	FALSE	GCF_009176505.1	0
Scomber_japonicus	Teleostei	13676	Teleostei	FALSE	FALSE	TRUE	GCF_027409825.1	0
Anopheles_nili	Diptera	185578	Lepido Diptera	FALSE	FALSE	FALSE	GCF_943737925.1	0
Hyaena_hyaena	Mammalia	95912	Mammalia	FALSE	FALSE	TRUE	GCF_003009895.1	0
Grus_americana	Aves	9117	Aves	FALSE	FALSE	TRUE	GCF_028858705.1	0
Neogale_vison	Mammalia	452646	Mammalia	FALSE	FALSE	FALSE	GCF_020171115.1	0
Ursus_maritimus	Mammalia	29073	Mammalia	FALSE	FALSE	TRUE	GCF_017311325.1	0
Fukomys_damarensis	Mammalia	885580	Mammalia	FALSE	FALSE	FALSE	GCF_012274545.1	0
Hippocampus_comes	Teleostei	109280	Teleostei	FALSE	FALSE	TRUE	GCF_001891065.2	0
Aphis_craccivora	Hemiptera	307492	Other Insecta	FALSE	FALSE	FALSE	GCA_009835225.1	0
Neotoma_lepida	Mammalia	56216	Mammalia	FALSE	FALSE	TRUE	GCA_001675575.1	0
Hyalella_azteca	Crustacea	294128	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000764305.2	0
Geotrypetes_seraphini	Amphibia	260995	Other Vertebrates	FALSE	FALSE	FALSE	GCF_902459505.1	0
Epinephelus_fuscoguttatus	Teleostei	293821	Teleostei	FALSE	FALSE	TRUE	GCF_011397635.1	0
Cataglyphis_hispanica	Hymenoptera	1086592	Hymenoptera	FALSE	FALSE	FALSE	GCF_021464435.1	0
Triplophysa_rosa	Teleostei	992332	Teleostei	FALSE	FALSE	TRUE	GCA_024868665.1	0
Clupea_harengus	Teleostei	7950	Teleostei	FALSE	FALSE	TRUE	GCF_900700415.2	0
Bactrocera_tryoni	Diptera	59916	Lepido Diptera	FALSE	FALSE	FALSE	GCF_016617805.1	0
Agelaius_phoeniceus	Aves	39638	Aves	FALSE	FALSE	TRUE	GCF_020745825.1	0
Capitella_teleta	Annelida	283909	Other Invertebrates	FALSE	FALSE	TRUE	GCA_000328365.1	0
Pseudopodoces_humilis	Aves	181119	Aves	FALSE	FALSE	FALSE	GCF_000331425.1	0
Lottia_gigantea	Mollusca	225164	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000327385.1	0
Helobdella_robusta	Annelida	6412	Other Invertebrates	FALSE	FALSE	FALSE	GCF_000326865.2	0
Apis_dorsata	Hymenoptera	7462	Hymenoptera	FALSE	FALSE	FALSE	GCF_000469605.1	0
Hipposideros_armiger	Mammalia	186990	Mammalia	FALSE	FALSE	FALSE	GCF_001890085.2	0
Anastrepha_ludens	Diptera	28586	Lepido Diptera	FALSE	FALSE	FALSE	GCF_028408465.1	0
Lipotes_vexillifer	Mammalia	118797	Mammalia	FALSE	FALSE	TRUE	GCF_000442215.2	0
Misgurnus_anguillicaudatus	Teleostei	75329	Teleostei	FALSE	FALSE	TRUE	GCF_027580225.1	0
Labrus_bergylta	Teleostei	56723	Teleostei	FALSE	FALSE	TRUE	GCF_900080235.1	0
Frankliniella_occidentalis	Thysanoptera	133901	Other Insecta	FALSE	FALSE	FALSE	GCF_000697945.3	0
Thelazia_callipaeda	Nematoda	103827	Nematoda	FALSE	FALSE	FALSE	GCA_900618365.1	0
Gavialis_gangeticus	Crocodylia	94835	Other Vertebrates	FALSE	FALSE	TRUE	GCF_001723915.1	0
Poecilia_mexicana	Teleostei	48701	Teleostei	FALSE	FALSE	TRUE	GCF_001443325.1	0
Myotis_davidii	Mammalia	225400	Mammalia	FALSE	FALSE	FALSE	GCF_000327345.1	0
Lasius_niger	Hymenoptera	67767	Hymenoptera	FALSE	FALSE	TRUE	GCA_001045655.1	0
Meloidogyne_graminicola	Nematoda	189291	Nematoda	FALSE	FALSE	FALSE	GCA_014773135.1	0
Dissostichus_eleginoides	Teleostei	100907	Teleostei	FALSE	FALSE	TRUE	GCA_025770515.1	0
Notechis_scutatus	Lepidosauria	8663	Other Vertebrates	FALSE	FALSE	TRUE	GCF_900518725.1	0
Spodoptera_litura	Lepidoptera	69820	Lepido Diptera	FALSE	FALSE	FALSE	GCF_002706865.2	0
Falco_cherrug	Aves	345164	Aves	FALSE	FALSE	TRUE	GCF_023634085.1	0
Micropterus_dolomieu	Teleostei	147949	Teleostei	FALSE	FALSE	TRUE	GCF_021292245.1	0
Papilio_xuthus	Lepidoptera	66420	Lepido Diptera	FALSE	FALSE	FALSE	GCF_000836235.2	0
Protopterus_annectens	Vertebrates	7888	Other Vertebrates	FALSE	FALSE	TRUE	GCF_019279795.1	0
Epinephelus_moara	Teleostei	300413	Teleostei	FALSE	FALSE	TRUE	GCF_006386435.1	0
Homalodisca_vitripennis	Hemiptera	197043	Other Insecta	FALSE	FALSE	FALSE	GCF_021130785.1	0
Trichuris_trichiura	Nematoda	36087	Nematoda	FALSE	FALSE	TRUE	GCA_000613005.1	0
Tegillarca_granosa	Mollusca	220873	Other Invertebrates	FALSE	FALSE	TRUE	GCA_029721355.1	0
Portunus_trituberculatus	Crustacea	210409	Other Invertebrates	FALSE	FALSE	FALSE	GCF_017591435.1	0
Sarcophaga_bullata	Diptera	7385	Lepido Diptera	FALSE	FALSE	FALSE	GCA_005959815.1	0
Helicoverpa_armigera	Lepidoptera	29058	Lepido Diptera	FALSE	FALSE	FALSE	GCF_023701775.1	0
Zalophus_californianus	Mammalia	9704	Mammalia	FALSE	FALSE	TRUE	GCF_009762305.2	0
Chelonia_mydas	Testudines	8469	Other Vertebrates	FALSE	FALSE	TRUE	GCF_015237465.2	0
Cercocebus_atys	Mammalia	9531	Mammalia	FALSE	FALSE	TRUE	GCF_000955945.1	0
Geospiza_fortis	Aves	48883	Aves	FALSE	FALSE	TRUE	GCF_000277835.1	0
Hypomesus_transpacificus	Teleostei	137520	Teleostei	FALSE	FALSE	TRUE	GCF_021917145.1	0
Parasteatoda_tepidariorum	Arachnida	114398	Other Invertebrates	FALSE	FALSE	TRUE	GCF_000365465.3	0
Teleopsis_dalmanni	Diptera	139649	Lepido Diptera	FALSE	FALSE	FALSE	GCF_002237135.1	0
Orchesella_cincta	Invertebrates	48709	Other Invertebrates	FALSE	FALSE	FALSE	GCA_001718145.1	0
Lytechinus_pictus	Echinodermata	7653	Other Invertebrates	FALSE	FALSE	TRUE	GCF_015342785.2	0
Solea_senegalensis	Teleostei	28829	Teleostei	FALSE	FALSE	TRUE	GCF_019176455.1	0
Ursus_americanus	Mammalia	9643	Mammalia	FALSE	FALSE	TRUE	GCF_020975775.1	0
Dreissena_polymorpha	Mollusca	45954	Other Invertebrates	FALSE	FALSE	TRUE	GCF_020536995.1	0
Folsomia_candida	Invertebrates	158441	Other Invertebrates	FALSE	FALSE	FALSE	GCF_002217175.1	0
Pimephales_promelas	Teleostei	90988	Teleostei	FALSE	FALSE	TRUE	GCF_016745375.1	0
Cherax_quadricarinatus	Crustacea	27406	Other Invertebrates	FALSE	FALSE	FALSE	GCF_026875155.1	0
Austrofundulus_limnaeus	Teleostei	52670	Teleostei	FALSE	FALSE	TRUE	GCF_001266775.1	0
Mytilus_californianus	Mollusca	6549	Other Invertebrates	FALSE	FALSE	TRUE	GCF_021869535.1	0
Chlorocebus_sabaeus	Mammalia	60711	Mammalia	FALSE	FALSE	TRUE	GCF_015252025.1	0
Rattus_rattus	Mammalia	10117	Mammalia	FALSE	FALSE	TRUE	GCF_011064425.1	0
Dermacentor_andersoni	Arachnida	34620	Other Invertebrates	FALSE	FALSE	TRUE	GCF_023375885.1	0
Chilo_suppressalis	Lepidoptera	168631	Lepido Diptera	FALSE	FALSE	FALSE	GCA_902850365.2	0
Tenebrio_molitor	Coleoptera	7067	Other Insecta	FALSE	FALSE	FALSE	GCA_907166875.3	0
Cyprinodon_variegatus	Teleostei	28743	Teleostei	FALSE	FALSE	TRUE	GCF_000732505.1	0
Stegastes_partitus	Teleostei	144197	Teleostei	FALSE	FALSE	TRUE	GCF_000690725.1	0
Astyanax_mexicanus	Teleostei	7994	Teleostei	FALSE	FALSE	TRUE	GCF_023375975.1	0
Chaenocephalus_aceratus	Teleostei	36190	Teleostei	FALSE	FALSE	TRUE	GCA_023974075.1	0
Physeter_catodon	Mammalia	9755	Mammalia	FALSE	FALSE	TRUE	GCF_002837175.3	0
Tupaia_chinensis	Mammalia	246437	Mammalia	FALSE	FALSE	FALSE	GCF_000334495.1	0
Caretta_caretta	Testudines	8467	Other Vertebrates	FALSE	FALSE	TRUE	GCF_023653815.1	0
Oryzias_melastigma	Teleostei	30732	Teleostei	FALSE	FALSE	TRUE	GCF_002922805.2	0
Stegodyphus_mimosarum	Arachnida	407821	Other Invertebrates	FALSE	FALSE	FALSE	GCA_000611955.2	0
Episyrphus_balteatus	Diptera	286459	Lepido Diptera	FALSE	FALSE	FALSE	GCF_945859705.1	0
Parus_major	Aves	9157	Aves	FALSE	FALSE	TRUE	GCF_001522545.3	0
Agrilus_planipennis	Coleoptera	224129	Other Insecta	FALSE	FALSE	TRUE	GCF_000699045.2	0
Coregonus_clupeaformis	Teleostei	59861	Teleostei	FALSE	FALSE	TRUE	GCF_020615455.1	0
Helicoverpa_zea	Lepidoptera	7113	Lepido Diptera	FALSE	FALSE	FALSE	GCF_022581195.2	0
Microplitis_demolitor	Hymenoptera	69319	Hymenoptera	FALSE	FALSE	FALSE	GCF_026212275.2	0
Anoplopoma_fimbria	Teleostei	229290	Teleostei	FALSE	FALSE	TRUE	GCF_027596085.1	0
Nannospalax_galili	Mammalia	1026970	Mammalia	FALSE	FALSE	FALSE	GCF_000622305.1	0
Copidosoma_floridanum	Hymenoptera	29053	Hymenoptera	FALSE	FALSE	FALSE	GCF_000648655.2	0
Megalopta_genalis	Hymenoptera	115081	Hymenoptera	FALSE	FALSE	FALSE	GCF_011865705.1	0
Scyliorhinus_torazame	Chondrichthyes	75743	Other Vertebrates	FALSE	FALSE	TRUE	GCA_003427355.1	0
Labeo_rohita	Teleostei	84645	Teleostei	FALSE	FALSE	TRUE	GCF_022985175.1	0
Plakobranchus_ocellatus	Mollusca	259542	Other Invertebrates	FALSE	FALSE	FALSE	GCA_019648995.1	0
Spodoptera_littoralis	Lepidoptera	7109	Lepido Diptera	FALSE	FALSE	FALSE	GCA_902850265.1	0
Ictalurus_furcatus	Teleostei	66913	Teleostei	FALSE	FALSE	TRUE	GCF_023375685.1	0
Seriola_dumerili	Teleostei	41447	Teleostei	FALSE	FALSE	TRUE	GCF_002260705.1	0
Symphalangus_syndactylus	Mammalia	9590	Mammalia	FALSE	FALSE	TRUE	GCF_028878055.1	0
Branchiostoma_lanceolatum	Cephalochordata	7740	Other Invertebrates	FALSE	FALSE	TRUE	GCA_927797965.1	0
Anhinga_rufa	Aves	317792	Aves	FALSE	FALSE	FALSE	GCA_013400875.1	0
Chiloscyllium_punctatum	Chondrichthyes	137246	Other Vertebrates	FALSE	FALSE	TRUE	GCA_003427335.1	0
Mauremys_reevesii	Testudines	260615	Other Vertebrates	FALSE	FALSE	TRUE	GCF_016161935.1	0
Eriocheir_sinensis	Crustacea	95602	Other Invertebrates	FALSE	FALSE	TRUE	GCF_024679095.1	0
Crassostrea_angulata	Mollusca	558553	Other Invertebrates	FALSE	FALSE	FALSE	GCF_025612915.1	0
Bugula_neritina	Invertebrates	10212	Other Invertebrates	FALSE	FALSE	FALSE	GCA_010799875.2	0
Tigriopus_californicus	Crustacea	6832	Other Invertebrates	FALSE	FALSE	FALSE	GCA_007210705.1	0
Branchiostoma_belcheri	Cephalochordata	7741	Other Invertebrates	FALSE	FALSE	TRUE	GCF_001625305.1	0
Salvelinus_fontinalis	Teleostei	8038	Teleostei	FALSE	FALSE	TRUE	GCF_029448725.1	0
Anopheles_sinensis	Diptera	74873	Lepido Diptera	FALSE	FALSE	FALSE	GCA_000441895.2	0
Oryx_dammah	Mammalia	59534	Mammalia	FALSE	FALSE	TRUE	GCF_014754425.2	0
Pteropus_alecto	Mammalia	9402	Mammalia	FALSE	FALSE	TRUE	GCF_000325575.1	0
Panonychus_citri	Arachnida	50023	Other Invertebrates	FALSE	FALSE	FALSE	GCF_014898815.1	0
Apostichopus_japonicus	Echinodermata	307972	Other Invertebrates	FALSE	FALSE	FALSE	GCA_002754855.1	0
Megalobrama_amblycephala	Teleostei	75352	Teleostei	FALSE	FALSE	TRUE	GCF_018812025.1	0
Hippoglossus_hippoglossus	Teleostei	8267	Teleostei	FALSE	FALSE	TRUE	GCF_009819705.1	0
Tachyglossus_aculeatus	Mammalia	9261	Mammalia	FALSE	FALSE	TRUE	GCF_015852505.1	0
Penaeus_monodon	Crustacea	6687	Other Invertebrates	FALSE	FALSE	TRUE	GCF_015228065.2	0
Desmophyllum_pertusum	Cnidaria	174260	Other Invertebrates	FALSE	FALSE	FALSE	GCA_029204205.1	0
Boleophthalmus_pectinirostris	Teleostei	150288	Teleostei	FALSE	FALSE	TRUE	GCF_026225935.1	0
Ostrea_edulis	Mollusca	37623	Other Invertebrates	FALSE	FALSE	TRUE	GCF_947568905.1	0
Onchocerca_flexuosa	Nematoda	387005	Nematoda	FALSE	FALSE	FALSE	GCA_002249935.1	0
Camelus_ferus	Mammalia	419612	Mammalia	FALSE	FALSE	FALSE	GCF_009834535.1	0
Ficedula_albicollis	Aves	59894	Aves	FALSE	FALSE	TRUE	GCF_000247815.1	0
Octodon_degus	Mammalia	10160	Mammalia	FALSE	FALSE	TRUE	GCF_000260255.1	0
Trichinella_pseudospiralis	Nematoda	6337	Nematoda	FALSE	FALSE	TRUE	GCA_001447645.1	0
Elephantulus_edwardii	Mammalia	28737	Mammalia	FALSE	FALSE	TRUE	GCF_000299155.1	0
Chrysochloris_asiatica	Mammalia	185453	Mammalia	FALSE	FALSE	TRUE	GCF_000296735.1	0
Bursaphelenchus_xylophilus	Nematoda	6326	Nematoda	FALSE	FALSE	FALSE	GCA_904066235.2	0
Zeugodacus_cucurbitae	Diptera	28588	Lepido Diptera	FALSE	FALSE	FALSE	GCF_028554725.1	0
Cynoglossus_semilaevis	Teleostei	244447	Teleostei	FALSE	FALSE	TRUE	GCF_000523025.1	0
Eptesicus_fuscus	Mammalia	29078	Mammalia	FALSE	FALSE	TRUE	GCF_027574615.1	0
Anopheles_merus	Diptera	30066	Lepido Diptera	FALSE	FALSE	FALSE	GCF_017562075.2	0
Anopheles_arabiensis	Diptera	7173	Lepido Diptera	FALSE	FALSE	FALSE	GCF_016920715.1	0
Stomoxys_calcitrans	Diptera	35570	Lepido Diptera	FALSE	FALSE	TRUE	GCF_001015335.1	0
Adineta_ricciae	Invertebrates	249248	Other Invertebrates	FALSE	FALSE	FALSE	GCA_905250025.1	0
Serinus_canaria	Aves	9135	Aves	FALSE	FALSE	TRUE	GCF_022539315.1	0
Leiothrix_lutea	Aves	36275	Aves	FALSE	FALSE	TRUE	GCA_013400445.1	0
Amphibalanus_amphitrite	Crustacea	1232801	Other Invertebrates	FALSE	FALSE	TRUE	GCF_019059575.1	0
Phlebotomus_papatasi	Diptera	29031	Lepido Diptera	FALSE	FALSE	FALSE	GCF_024763615.1	0
Daphnia_magna	Crustacea	35525	Other Invertebrates	FALSE	FALSE	TRUE	GCF_020631705.1	0
Leucoraja_erinacea	Chondrichthyes	7782	Other Vertebrates	FALSE	FALSE	TRUE	GCF_028641065.1	0
Drosophila_miranda	Diptera	7229	Lepido Diptera	FALSE	FALSE	FALSE	GCF_003369915.1	0
Condylura_cristata	Mammalia	143302	Mammalia	FALSE	FALSE	TRUE	GCF_000260355.1	0
Anguilla_anguilla	Teleostei	7936	Teleostei	FALSE	FALSE	TRUE	GCF_013347855.1	0
Paralichthys_olivaceus	Teleostei	8255	Teleostei	FALSE	FALSE	TRUE	GCF_001970005.1	0
Dracunculus_medinensis	Nematoda	318479	Nematoda	FALSE	FALSE	TRUE	GCA_900625125.1	0
Pongo_pygmaeus	Mammalia	9600	Mammalia	FALSE	FALSE	TRUE	GCF_028885625.1	0
Hydatigera_taeniaeformis	Platyhelminthes	6205	Other Invertebrates	FALSE	FALSE	FALSE	GCA_900622495.1	0
Strongylus_vulgaris	Nematoda	40348	Nematoda	FALSE	FALSE	TRUE	GCA_900624965.1	0
Dendronephthya_gigantea	Cnidaria	151771	Other Invertebrates	FALSE	FALSE	FALSE	GCF_004324835.1	0
Diatraea_saccharalis	Lepidoptera	40085	Lepido Diptera	FALSE	FALSE	FALSE	GCA_918026875.4	0
Sinocyclocheilus_grahami	Teleostei	75366	Teleostei	FALSE	FALSE	TRUE	GCF_001515645.1	0
Dermatophagoides_farinae	Arachnida	6954	Other Invertebrates	FALSE	FALSE	FALSE	GCF_020809275.1	0
Angiostrongylus_costaricensis	Nematoda	334426	Nematoda	FALSE	FALSE	FALSE	GCA_900624975.1	0
Cygnus_atratus	Aves	8868	Aves	FALSE	FALSE	TRUE	GCF_013377495.2	0
Moschus_berezovskii	Mammalia	68408	Mammalia	FALSE	FALSE	TRUE	GCF_022376915.1	0
Chiloscyllium_plagiosum	Chondrichthyes	36176	Other Vertebrates	FALSE	FALSE	TRUE	GCF_004010195.1	0
Dermatophagoides_pteronyssinus	Arachnida	6956	Other Invertebrates	FALSE	FALSE	FALSE	GCF_001901225.1	0
Bambusicola_thoracicus	Aves	9083	Aves	FALSE	FALSE	TRUE	GCA_002909625.1	0
Nezara_viridula	Hemiptera	85310	Other Insecta	FALSE	FALSE	FALSE	GCA_928085145.1	0
Geococcyx_californianus	Aves	8947	Aves	FALSE	FALSE	TRUE	GCA_013389885.1	0
Enterobius_vermicularis	Nematoda	51028	Nematoda	FALSE	FALSE	TRUE	GCA_900576705.1	0
Chelydra_serpentina	Testudines	8475	Other Vertebrates	FALSE	FALSE	TRUE	GCA_018859375.1	0
Menidia_menidia	Teleostei	238744	Teleostei	FALSE	FALSE	TRUE	GCA_907169785.1	0
Opisthorchis_felineus	Platyhelminthes	147828	Other Invertebrates	FALSE	FALSE	FALSE	GCA_004794785.1	0
Spirometra_erinaceieuropaei	Platyhelminthes	99802	Other Invertebrates	FALSE	FALSE	FALSE	GCA_902702965.1	0
Ochotona_curzoniae	Mammalia	130825	Mammalia	FALSE	FALSE	TRUE	GCF_017591425.1	0
Acanthopagrus_latus	Teleostei	8177	Teleostei	FALSE	FALSE	TRUE	GCF_904848185.1	0
Toxocara_canis	Nematoda	6265	Nematoda	FALSE	FALSE	TRUE	GCA_000803305.1	0
Panthera_uncia	Mammalia	29064	Mammalia	FALSE	FALSE	TRUE	GCF_023721935.1	0
Panthera_pardus	Mammalia	9691	Mammalia	FALSE	FALSE	TRUE	GCF_024362965.1	0
Xyrauchen_texanus	Teleostei	154827	Teleostei	FALSE	FALSE	TRUE	GCF_025860055.1	0
Lucilia_sericata	Diptera	13632	Lepido Diptera	FALSE	FALSE	TRUE	GCF_015586225.1	0
Hippoglossus_stenolepis	Teleostei	195615	Teleostei	FALSE	FALSE	TRUE	GCF_022539355.2	0
Trichobilharzia_regenti	Platyhelminthes	157069	Other Invertebrates	FALSE	FALSE	FALSE	GCA_944472135.2	0
Mauremys_mutica	Testudines	74926	Other Vertebrates	FALSE	FALSE	TRUE	GCF_020497125.1	0
Amphiprion_ocellaris	Teleostei	80972	Teleostei	FALSE	FALSE	TRUE	GCF_022539595.1	0
Dibothriocephalus_latus	Platyhelminthes	60516	Other Invertebrates	FALSE	FALSE	TRUE	GCA_900617775.1	0
Phacochoerus_africanus	Mammalia	41426	Mammalia	FALSE	FALSE	TRUE	GCF_016906955.1	0
Pandion_haliaetus	Aves	56262	Aves	FALSE	FALSE	TRUE	GCA_013401275.1	0
Apus_apus	Aves	8895	Aves	FALSE	FALSE	TRUE	GCF_020740795.1	0
Bufo_gargarizans	Amphibia	30331	Other Vertebrates	FALSE	FALSE	FALSE	GCF_014858855.1	0
